"Regra","Antecedente","Consequente","support","confidence","coverage","lift","count"
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI} => {JUMBO BAG RED RETROSPOT}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI}","{JUMBO BAG RED RETROSPOT}",0.013,0.8667,0.015,5.73,52
"{CHARLOTTE BAG SUKI DESIGN,JUMBO BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT} => {JUMBO BAG RED RETROSPOT}","{CHARLOTTE BAG SUKI DESIGN,JUMBO BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT}","{JUMBO BAG RED RETROSPOT}",0.0065,0.8667,0.0075,5.73,26
"{JUMBO BAG PINK POLKADOT,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT} => {LUNCH BAG BLACK SKULL.}","{JUMBO BAG PINK POLKADOT,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT}","{LUNCH BAG BLACK SKULL.}",0.006,0.6486,0.0092,5.7276,24
"{JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,LUNCH BAG CARS BLUE} => {LUNCH BAG BLACK SKULL.}","{JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,LUNCH BAG CARS BLUE}","{LUNCH BAG BLACK SKULL.}",0.006,0.6486,0.0092,5.7276,24
"{JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI,RECYCLING BAG RETROSPOT} => {LUNCH BAG BLACK SKULL.}","{JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI,RECYCLING BAG RETROSPOT}","{LUNCH BAG BLACK SKULL.}",0.006,0.6486,0.0092,5.7276,24
"{COOK WITH WINE METAL SIGN,LUNCH BAG SPACEBOY DESIGN} => {PLEASE ONE PERSON METAL SIGN}","{COOK WITH WINE METAL SIGN,LUNCH BAG SPACEBOY DESIGN}","{PLEASE ONE PERSON METAL SIGN}",0.0058,0.5111,0.0113,5.7267,23
"{JUMBO SHOPPER VINTAGE RED PAISLEY,PAPER CHAIN KIT 50'S CHRISTMAS} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{JUMBO SHOPPER VINTAGE RED PAISLEY,PAPER CHAIN KIT 50'S CHRISTMAS}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.0055,0.5366,0.0102,5.7236,22
"{PACK OF 72 RETROSPOT CAKE CASES,WOODEN PICTURE FRAME WHITE FINISH} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{PACK OF 72 RETROSPOT CAKE CASES,WOODEN PICTURE FRAME WHITE FINISH}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.0055,0.5366,0.0102,5.7236,22
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG} => {LUNCH BAG BLACK SKULL.}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG}","{LUNCH BAG BLACK SKULL.}",0.0088,0.6481,0.0135,5.7232,35
"{JUMBO BAG STRAWBERRY,JUMBO SHOPPER VINTAGE RED PAISLEY} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO BAG STRAWBERRY,JUMBO SHOPPER VINTAGE RED PAISLEY}","{JUMBO BAG BAROQUE BLACK WHITE}",0.0147,0.5221,0.0282,5.7219,59
"{JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT,ROSES REGENCY TEACUP AND SAUCER} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT,ROSES REGENCY TEACUP AND SAUCER}","{JUMBO STORAGE BAG SUKI}",0.0053,0.6176,0.0085,5.719,21
"{6 RIBBONS RUSTIC CHARM,LUNCH BAG BLACK SKULL.,WOODLAND CHARLOTTE BAG} => {JUMBO STORAGE BAG SUKI}","{6 RIBBONS RUSTIC CHARM,LUNCH BAG BLACK SKULL.,WOODLAND CHARLOTTE BAG}","{JUMBO STORAGE BAG SUKI}",0.0053,0.6176,0.0085,5.719,21
"{JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS,WOODEN PICTURE FRAME WHITE FINISH} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS,WOODEN PICTURE FRAME WHITE FINISH}","{JUMBO STORAGE BAG SUKI}",0.0053,0.6176,0.0085,5.719,21
"{LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG} => {JUMBO STORAGE BAG SUKI}","{LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,WOODLAND CHARLOTTE BAG}","{JUMBO STORAGE BAG SUKI}",0.0053,0.6176,0.0085,5.719,21
"{PACK OF 72 RETRO SPOT CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX} => {60 TEATIME FAIRY CAKE CASES}","{PACK OF 72 RETRO SPOT CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX}","{60 TEATIME FAIRY CAKE CASES}",0.0078,0.5962,0.013,5.7185,31
"{JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS,RECYCLING BAG RETROSPOT} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS,RECYCLING BAG RETROSPOT}","{JUMBO BAG BAROQUE BLACK WHITE}",0.006,0.5217,0.0115,5.7177,24
"{60 TEATIME FAIRY CAKE CASES,GIN + TONIC DIET METAL SIGN} => {PLEASE ONE PERSON METAL SIGN}","{60 TEATIME FAIRY CAKE CASES,GIN + TONIC DIET METAL SIGN}","{PLEASE ONE PERSON METAL SIGN}",0.0063,0.5102,0.0122,5.7166,25
"{JUMBO BAG BAROQUE BLACK WHITE,LUNCH BAG BLACK SKULL.} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG BAROQUE BLACK WHITE,LUNCH BAG BLACK SKULL.}","{JUMBO STORAGE BAG SUKI}",0.0125,0.6173,0.0203,5.7156,50
"{JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI} => {JUMBO SHOPPER VINTAGE RED PAISLEY}","{JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI}","{JUMBO SHOPPER VINTAGE RED PAISLEY}",0.0112,0.6,0.0187,5.7143,45
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG STRAWBERRY} => {JUMBO SHOPPER VINTAGE RED PAISLEY}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG STRAWBERRY}","{JUMBO SHOPPER VINTAGE RED PAISLEY}",0.0098,0.6,0.0163,5.7143,39
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI} => {JUMBO SHOPPER VINTAGE RED PAISLEY}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI}","{JUMBO SHOPPER VINTAGE RED PAISLEY}",0.0082,0.6,0.0138,5.7143,33
"{RECYCLING BAG RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG} => {HEART OF WICKER SMALL}","{RECYCLING BAG RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG}","{HEART OF WICKER SMALL}",0.005,0.5714,0.0088,5.7143,20
"{JUMBO BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN} => {LUNCH BAG BLACK SKULL.}","{JUMBO BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN}","{LUNCH BAG BLACK SKULL.}",0.0082,0.6471,0.0127,5.7135,33
"{HOT WATER BOTTLE TEA AND SYMPATHY,LUNCH BAG WOODLAND} => {LUNCH BAG BLACK SKULL.}","{HOT WATER BOTTLE TEA AND SYMPATHY,LUNCH BAG WOODLAND}","{LUNCH BAG BLACK SKULL.}",0.0055,0.6471,0.0085,5.7135,22
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT} => {LUNCH BAG BLACK SKULL.}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT}","{LUNCH BAG BLACK SKULL.}",0.0055,0.6471,0.0085,5.7135,22
"{JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,JUMBO BAG WOODLAND ANIMALS}","{JUMBO BAG BAROQUE BLACK WHITE}",0.0092,0.5211,0.0177,5.711,37
"{JUMBO BAG RED RETROSPOT,LUNCH BAG BLACK SKULL.,LUNCH BAG RED RETROSPOT} => {LUNCH BAG CARS BLUE}","{JUMBO BAG RED RETROSPOT,LUNCH BAG BLACK SKULL.,LUNCH BAG RED RETROSPOT}","{LUNCH BAG CARS BLUE}",0.0075,0.6122,0.0122,5.7086,30
"{CHARLOTTE BAG SUKI DESIGN,JUMBO STORAGE BAG SUKI,LUNCH BAG CARS BLUE} => {LUNCH BAG SPACEBOY DESIGN}","{CHARLOTTE BAG SUKI DESIGN,JUMBO STORAGE BAG SUKI,LUNCH BAG CARS BLUE}","{LUNCH BAG SPACEBOY DESIGN}",0.0058,0.575,0.01,5.7072,23
"{LUNCH BAG BLACK SKULL.,LUNCH BAG SUKI DESIGN,REGENCY CAKESTAND 3 TIER} => {LUNCH BAG SPACEBOY DESIGN}","{LUNCH BAG BLACK SKULL.,LUNCH BAG SUKI DESIGN,REGENCY CAKESTAND 3 TIER}","{LUNCH BAG SPACEBOY DESIGN}",0.0058,0.575,0.01,5.7072,23
"{60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETRO SPOT CAKE CASES,WHITE HANGING HEART T-LIGHT HOLDER} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETRO SPOT CAKE CASES,WHITE HANGING HEART T-LIGHT HOLDER}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.0058,0.5349,0.0108,5.7054,23
"{SMALL POPCORN HOLDER,WOODLAND CHARLOTTE BAG} => {STRAWBERRY CERAMIC TRINKET BOX}","{SMALL POPCORN HOLDER,WOODLAND CHARLOTTE BAG}","{STRAWBERRY CERAMIC TRINKET BOX}",0.0055,0.5789,0.0095,5.7039,22
"{60 TEATIME FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,WOODLAND CHARLOTTE BAG} => {STRAWBERRY CERAMIC TRINKET BOX}","{60 TEATIME FAIRY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,WOODLAND CHARLOTTE BAG}","{STRAWBERRY CERAMIC TRINKET BOX}",0.0055,0.5789,0.0095,5.7039,22
"{PACK OF 72 RETROSPOT CAKE CASES,VINTAGE SNAP CARDS} => {60 TEATIME FAIRY CAKE CASES}","{PACK OF 72 RETROSPOT CAKE CASES,VINTAGE SNAP CARDS}","{60 TEATIME FAIRY CAKE CASES}",0.0055,0.5946,0.0092,5.7035,22
"{6 RIBBONS RUSTIC CHARM,RECYCLING BAG RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER} => {60 TEATIME FAIRY CAKE CASES}","{6 RIBBONS RUSTIC CHARM,RECYCLING BAG RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES}",0.0055,0.5946,0.0092,5.7035,22
"{LUNCH BAG RED RETROSPOT,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","{LUNCH BAG RED RETROSPOT,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES}","{60 TEATIME FAIRY CAKE CASES}",0.0055,0.5946,0.0092,5.7035,22
"{STRAWBERRY CERAMIC TRINKET BOX,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG} => {60 TEATIME FAIRY CAKE CASES}","{STRAWBERRY CERAMIC TRINKET BOX,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG}","{60 TEATIME FAIRY CAKE CASES}",0.0055,0.5946,0.0092,5.7035,22
"{PACK OF 72 SKULL CAKE CASES,WHITE HANGING HEART T-LIGHT HOLDER} => {60 TEATIME FAIRY CAKE CASES}","{PACK OF 72 SKULL CAKE CASES,WHITE HANGING HEART T-LIGHT HOLDER}","{60 TEATIME FAIRY CAKE CASES}",0.0102,0.5942,0.0173,5.6998,41
"{JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS,WOODEN PICTURE FRAME WHITE FINISH} => {JUMBO BAG RED RETROSPOT}","{JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS,WOODEN PICTURE FRAME WHITE FINISH}","{JUMBO BAG RED RETROSPOT}",0.0063,0.8621,0.0073,5.6996,25
"{JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,WHITE HANGING HEART T-LIGHT HOLDER}","{JUMBO BAG BAROQUE BLACK WHITE}",0.0065,0.52,0.0125,5.6986,26
"{JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN}","{JUMBO BAG BAROQUE BLACK WHITE}",0.0065,0.52,0.0125,5.6986,26
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY}","{JUMBO STORAGE BAG SUKI}",0.012,0.6154,0.0195,5.698,48
"{JUMBO BAG STRAWBERRY,PACK OF 72 SKULL CAKE CASES} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG STRAWBERRY,PACK OF 72 SKULL CAKE CASES}","{JUMBO STORAGE BAG SUKI}",0.006,0.6154,0.0098,5.698,24
"{JUMBO BAG WOODLAND ANIMALS,VINTAGE SNAP CARDS} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG WOODLAND ANIMALS,VINTAGE SNAP CARDS}","{JUMBO STORAGE BAG SUKI}",0.006,0.6154,0.0098,5.698,24
"{HEART OF WICKER LARGE,LUNCH BAG SPACEBOY DESIGN} => {LUNCH BAG CARS BLUE}","{HEART OF WICKER LARGE,LUNCH BAG SPACEBOY DESIGN}","{LUNCH BAG CARS BLUE}",0.0055,0.6111,0.009,5.698,22
"{CHARLOTTE BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER} => {LUNCH BAG CARS BLUE}","{CHARLOTTE BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES,REGENCY CAKESTAND 3 TIER}","{LUNCH BAG CARS BLUE}",0.0055,0.6111,0.009,5.698,22
"{JUMBO STORAGE BAG SUKI,LUNCH BAG BLACK SKULL.,RECYCLING BAG RETROSPOT} => {LUNCH BAG CARS BLUE}","{JUMBO STORAGE BAG SUKI,LUNCH BAG BLACK SKULL.,RECYCLING BAG RETROSPOT}","{LUNCH BAG CARS BLUE}",0.0055,0.6111,0.009,5.698,22
"{JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND} => {LUNCH BAG CARS BLUE}","{JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND}","{LUNCH BAG CARS BLUE}",0.0055,0.6111,0.009,5.698,22
"{PACK OF 72 RETROSPOT CAKE CASES,PACK OF 72 SKULL CAKE CASES,WOODLAND CHARLOTTE BAG} => {LUNCH BAG BLACK SKULL.}","{PACK OF 72 RETROSPOT CAKE CASES,PACK OF 72 SKULL CAKE CASES,WOODLAND CHARLOTTE BAG}","{LUNCH BAG BLACK SKULL.}",0.005,0.6452,0.0078,5.6968,20
"{6 RIBBONS RUSTIC CHARM,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG} => {LUNCH BAG BLACK SKULL.}","{6 RIBBONS RUSTIC CHARM,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG}","{LUNCH BAG BLACK SKULL.}",0.005,0.6452,0.0078,5.6968,20
"{CHARLOTTE BAG SUKI DESIGN,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG} => {LUNCH BAG BLACK SKULL.}","{CHARLOTTE BAG SUKI DESIGN,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG}","{LUNCH BAG BLACK SKULL.}",0.005,0.6452,0.0078,5.6968,20
"{LUNCH BAG CARS BLUE,PACK OF 72 SKULL CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","{LUNCH BAG CARS BLUE,PACK OF 72 SKULL CAKE CASES}","{60 TEATIME FAIRY CAKE CASES}",0.0095,0.5938,0.016,5.6954,38
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG CARS BLUE} => {LUNCH BAG SPACEBOY DESIGN}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG CARS BLUE}","{LUNCH BAG SPACEBOY DESIGN}",0.0107,0.5733,0.0187,5.6907,43
"{LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND} => {LUNCH BAG BLACK SKULL.}","{LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND}","{LUNCH BAG BLACK SKULL.}",0.0145,0.6444,0.0225,5.6905,58
"{BATHROOM METAL SIGN,PACK OF 60 PINK PAISLEY CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","{BATHROOM METAL SIGN,PACK OF 60 PINK PAISLEY CAKE CASES}","{60 TEATIME FAIRY CAKE CASES}",0.0088,0.5932,0.0148,5.6904,35
"{JUMBO BAG STRAWBERRY,JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO BAG STRAWBERRY,JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI}","{JUMBO BAG BAROQUE BLACK WHITE}",0.0068,0.5192,0.013,5.6902,27
"{HANGING HEART ZINC T-LIGHT HOLDER,HEART OF WICKER LARGE} => {HEART OF WICKER SMALL}","{HANGING HEART ZINC T-LIGHT HOLDER,HEART OF WICKER LARGE}","{HEART OF WICKER SMALL}",0.0082,0.569,0.0145,5.6897,33
"{6 RIBBONS RUSTIC CHARM,BATHROOM METAL SIGN} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{6 RIBBONS RUSTIC CHARM,BATHROOM METAL SIGN}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.006,0.5333,0.0112,5.6889,24
"{RECIPE BOX PANTRY YELLOW DESIGN,RED TOADSTOOL LED NIGHT LIGHT} => {NATURAL SLATE HEART CHALKBOARD}","{RECIPE BOX PANTRY YELLOW DESIGN,RED TOADSTOOL LED NIGHT LIGHT}","{NATURAL SLATE HEART CHALKBOARD}",0.0065,0.5417,0.012,5.6868,26
"{CHARLOTTE BAG SUKI DESIGN,RECIPE BOX PANTRY YELLOW DESIGN} => {NATURAL SLATE HEART CHALKBOARD}","{CHARLOTTE BAG SUKI DESIGN,RECIPE BOX PANTRY YELLOW DESIGN}","{NATURAL SLATE HEART CHALKBOARD}",0.0065,0.5417,0.012,5.6868,26
"{JUMBO BAG STRAWBERRY,LUNCH BAG BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN} => {LUNCH BAG CARS BLUE}","{JUMBO BAG STRAWBERRY,LUNCH BAG BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN}","{LUNCH BAG CARS BLUE}",0.0063,0.6098,0.0102,5.6854,25
"{HEART OF WICKER SMALL,WHITE HANGING HEART T-LIGHT HOLDER} => {HEART OF WICKER LARGE}","{HEART OF WICKER SMALL,WHITE HANGING HEART T-LIGHT HOLDER}","{HEART OF WICKER LARGE}",0.0198,0.513,0.0385,5.6841,79
"{JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG RED RETROSPOT} => {JUMBO SHOPPER VINTAGE RED PAISLEY}","{JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG RED RETROSPOT}","{JUMBO SHOPPER VINTAGE RED PAISLEY}",0.0078,0.5962,0.013,5.6777,31
"{LUNCH BAG SPACEBOY DESIGN,WOODEN PICTURE FRAME WHITE FINISH} => {LUNCH BAG BLACK SKULL.}","{LUNCH BAG SPACEBOY DESIGN,WOODEN PICTURE FRAME WHITE FINISH}","{LUNCH BAG BLACK SKULL.}",0.0068,0.6429,0.0105,5.6764,27
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,WOODLAND CHARLOTTE BAG} => {LUNCH BAG BLACK SKULL.}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,WOODLAND CHARLOTTE BAG}","{LUNCH BAG BLACK SKULL.}",0.0068,0.6429,0.0105,5.6764,27
"{HAND OVER THE CHOCOLATE SIGN,HEART OF WICKER LARGE} => {HEART OF WICKER SMALL}","{HAND OVER THE CHOCOLATE SIGN,HEART OF WICKER LARGE}","{HEART OF WICKER SMALL}",0.0053,0.5676,0.0093,5.6757,21
"{JUMBO BAG STRAWBERRY,LUNCH BAG RED RETROSPOT} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO BAG STRAWBERRY,LUNCH BAG RED RETROSPOT}","{JUMBO BAG BAROQUE BLACK WHITE}",0.0073,0.5179,0.014,5.6751,29
"{BATHROOM METAL SIGN,ROSES REGENCY TEACUP AND SAUCER} => {NATURAL SLATE HEART CHALKBOARD}","{BATHROOM METAL SIGN,ROSES REGENCY TEACUP AND SAUCER}","{NATURAL SLATE HEART CHALKBOARD}",0.005,0.5405,0.0092,5.675,20
"{PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,REGENCY CAKESTAND 3 TIER} => {NATURAL SLATE HEART CHALKBOARD}","{PAPER CHAIN KIT 50'S CHRISTMAS,PAPER CHAIN KIT VINTAGE CHRISTMAS,REGENCY CAKESTAND 3 TIER}","{NATURAL SLATE HEART CHALKBOARD}",0.005,0.5405,0.0092,5.675,20
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG WOODLAND,WOODLAND CHARLOTTE BAG} => {LUNCH BAG SUKI DESIGN}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG WOODLAND,WOODLAND CHARLOTTE BAG}","{LUNCH BAG SUKI DESIGN}",0.0078,0.6596,0.0118,5.6738,31
"{JUMBO BAG RED RETROSPOT,PACK OF 72 SKULL CAKE CASES} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{JUMBO BAG RED RETROSPOT,PACK OF 72 SKULL CAKE CASES}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.0063,0.5319,0.0118,5.6738,25
"{72 SWEETHEART FAIRY CAKE CASES,HANGING HEART ZINC T-LIGHT HOLDER} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{72 SWEETHEART FAIRY CAKE CASES,HANGING HEART ZINC T-LIGHT HOLDER}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.0063,0.5319,0.0118,5.6738,25
"{LOVE BUILDING BLOCK WORD} => {HOME BUILDING BLOCK WORD}","{LOVE BUILDING BLOCK WORD}","{HOME BUILDING BLOCK WORD}",0.04,0.5461,0.0732,5.6735,160
"{JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG CARS BLUE} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG CARS BLUE}","{JUMBO BAG BAROQUE BLACK WHITE}",0.011,0.5176,0.0212,5.6728,44
"{LUNCH BAG BLACK SKULL.,LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND} => {LUNCH BAG SPACEBOY DESIGN}","{LUNCH BAG BLACK SKULL.,LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND}","{LUNCH BAG SPACEBOY DESIGN}",0.014,0.5714,0.0245,5.6717,56
"{LUNCH BAG CARS BLUE,PARTY BUNTING} => {LUNCH BAG SPACEBOY DESIGN}","{LUNCH BAG CARS BLUE,PARTY BUNTING}","{LUNCH BAG SPACEBOY DESIGN}",0.007,0.5714,0.0122,5.6717,28
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN} => {LUNCH BAG SPACEBOY DESIGN}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN}","{LUNCH BAG SPACEBOY DESIGN}",0.006,0.5714,0.0105,5.6717,24
"{CHARLOTTE BAG SUKI DESIGN,RECIPE BOX PANTRY YELLOW DESIGN,WOODLAND CHARLOTTE BAG} => {LUNCH BAG SPACEBOY DESIGN}","{CHARLOTTE BAG SUKI DESIGN,RECIPE BOX PANTRY YELLOW DESIGN,WOODLAND CHARLOTTE BAG}","{LUNCH BAG SPACEBOY DESIGN}",0.005,0.5714,0.0088,5.6717,20
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES} => {LUNCH BAG SPACEBOY DESIGN}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES}","{LUNCH BAG SPACEBOY DESIGN}",0.005,0.5714,0.0088,5.6717,20
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES} => {LUNCH BAG SPACEBOY DESIGN}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES}","{LUNCH BAG SPACEBOY DESIGN}",0.005,0.5714,0.0088,5.6717,20
"{60 TEATIME FAIRY CAKE CASES,CHARLOTTE BAG SUKI DESIGN,REGENCY CAKESTAND 3 TIER} => {LUNCH BAG SPACEBOY DESIGN}","{60 TEATIME FAIRY CAKE CASES,CHARLOTTE BAG SUKI DESIGN,REGENCY CAKESTAND 3 TIER}","{LUNCH BAG SPACEBOY DESIGN}",0.005,0.5714,0.0088,5.6717,20
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG STRAWBERRY,LUNCH BAG SUKI DESIGN} => {LUNCH BAG SPACEBOY DESIGN}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG STRAWBERRY,LUNCH BAG SUKI DESIGN}","{LUNCH BAG SPACEBOY DESIGN}",0.005,0.5714,0.0088,5.6717,20
